drug_name,drug_id,ind_name,ind_id,NCT,status,phase,DetailedStatus
Caffeine,DB00201,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Caffeine,DB00201,Pain,C0030193,NA,Approved,NA,NA
Caffeine,DB00201,Vascular Headaches,C0042376,NA,Approved,NA,NA
Caffeine,DB00201,Back Pain,C0004604,NA,Approved,NA,NA
Caffeine,DB00201,Cluster Headache,C0009088,NA,Approved,NA,NA
Caffeine,DB00201,Arthralgia,C0003862,NA,Approved,NA,NA
Caffeine,DB00201,Influenza-like symptoms,C0392171,NA,Approved,NA,NA
Caffeine,DB00201,Common Cold,C0009443,NA,Approved,NA,NA
Caffeine,DB00201,Muscle Spasticity,C0026838,NA,Approved,NA,NA
Caffeine,DB00201,Rhinorrhea,C1260880,NA,Approved,NA,NA
Caffeine,DB00201,Nasal congestion (finding),C0027424,NA,Approved,NA,NA
Caffeine,DB00201,Sinus headache,C0037195,NA,Approved,NA,NA
Caffeine,DB00201,Dysmenorrhea,C0013390,NA,Approved,NA,NA
Caffeine,DB00201,Tension Headache,C0033893,NA,Approved,NA,NA
Caffeine,DB00201,Migraine Disorders,C0149931,NA,Approved,NA,NA
Caffeine,DB00201,Apnea in the newborn,C0232058,NA,Approved,NA,NA
Sildenafil,DB00203,Pulmonary arterial hypertension,C2973725,NA,Approved,NA,NA
Sildenafil,DB00203,Erectile dysfunction,C0242350,NA,Approved,NA,NA
Pyrimethamine,DB00205,Malaria,C0024530,NA,Approved,NA,NA
Pyrimethamine,DB00205,Toxoplasmosis associated with AIDS,C1720498,NA,Approved,NA,NA
Pyrimethamine,DB00205,Toxoplasmosis,C0040558,NA,Approved,NA,NA
Reserpine,DB00206,Psychotic Disorders,C0033975,NA,Approved,NA,NA
Reserpine,DB00206,Hypertensive disease,C0020538,NA,Approved,NA,NA
Azithromycin,DB00207,Pulmonary Mycobacterium avium complex infection,C2733595,NA,Approved,NA,NA
Azithromycin,DB00207,Streptococcal tonsillitis,C0275804,NA,Approved,NA,NA
Azithromycin,DB00207,Pneumonia due to Staphylococcus aureus,C2349530,NA,Approved,NA,NA
Azithromycin,DB00207,Acute bacterial bronchitis,C0339933,NA,Approved,NA,NA
Azithromycin,DB00207,Infective otitis media,C0729586,NA,Approved,NA,NA
Azithromycin,DB00207,Chlamydial pneumonia,C0339959,NA,Approved,NA,NA
Azithromycin,DB00207,Chlamydial urethritis,C1278807,NA,Approved,NA,NA
Azithromycin,DB00207,Streptococcus pyogenes infection,C0554628,NA,Approved,NA,NA
Azithromycin,DB00207,Acute gonococcal cervicitis,C0153195,NA,Approved,NA,NA
Azithromycin,DB00207,Legionella pneumophila pneumonia,C0857846,NA,Approved,NA,NA
Azithromycin,DB00207,Acute gonococcal urethritis,C0275652,NA,Approved,NA,NA
Azithromycin,DB00207,Chancroids,C0007947,NA,Approved,NA,NA
Azithromycin,DB00207,Bacterial conjunctivitis,C0009768,NA,Approved,NA,NA
Azithromycin,DB00207,"Pneumonia, Bacterial",C0004626,NA,Approved,NA,NA
Azithromycin,DB00207,Chlamydial pelvic inflammatory disease,C0520777,NA,Approved,NA,NA
Azithromycin,DB00207,Chlamydial cervicitis,C0341834,NA,Approved,NA,NA
Azithromycin,DB00207,Streptococcal pneumonia,C0155862,NA,Approved,NA,NA
Azithromycin,DB00207,Mycoplasma pneumonia,C0032302,NA,Approved,NA,NA
Azithromycin,DB00207,Staphylococcus aureus infection,C1318973,NA,Approved,NA,NA
Azithromycin,DB00207,Moraxella catarrhalis pneumonia,C0857831,NA,Approved,NA,NA
Azithromycin,DB00207,Acute bacterial sinusitis,C0275556,NA,Approved,NA,NA
Azithromycin,DB00207,Pelvic inflammatory disease due to Mycoplasma hominis,C1261256,NA,Approved,NA,NA
Azithromycin,DB00207,Haemophilus influenzae pneumonia,C0276026,NA,Approved,NA,NA
Azithromycin,DB00207,Acute exacerbation of chronic bronchitis,C0856695,NA,Approved,NA,NA
Ticlopidine,DB00208,Cerebrovascular Occlusion,C0596298,NA,Approved,NA,NA
Trospium,DB00209,Urge Incontinence,C0150045,NA,Approved,NA,NA
Trospium,DB00209,Bladder muscle dysfunction - overactive,C0403643,NA,Approved,NA,NA
Trospium,DB00209,Increased frequency of micturition,C0042023,NA,Approved,NA,NA
Trospium,DB00209,Urgency of micturition,C0085606,NA,Approved,NA,NA
Adapalene,DB00210,Acne Vulgaris,C0001144,NA,Approved,NA,NA
Midodrine,DB00211,"Hypotension, Orthostatic",C0020651,NA,Approved,NA,NA
Pantoprazole,DB00213,Erosive esophagitis,C0267055,NA,Approved,NA,NA
Pantoprazole,DB00213,Zollinger-Ellison syndrome,C0043515,NA,Approved,NA,NA
Pantoprazole,DB00213,Gastroesophageal reflux disease,C0017168,NA,Approved,NA,NA
Pantoprazole,DB00213,Multiple Endocrine Neoplasia,C0027662,NA,Approved,NA,NA
Pantoprazole,DB00213,Peptic Ulcer,C0030920,NA,Approved,NA,NA
Torasemide,DB00214,Hypertensive disease,C0020538,NA,Approved,NA,NA
Torasemide,DB00214,Edema,C0013604,NA,Approved,NA,NA
Torasemide,DB00214,Decompensated cardiac failure,C0581377,NA,Approved,NA,NA
Torasemide,DB00214,Renal disease with edema NOS,C0866125,NA,Approved,NA,NA
Citalopram,DB00215,Generalized Anxiety Disorder,C0270549,NA,Approved,NA,NA
Citalopram,DB00215,Major Depressive Disorder,C1269683,NA,Approved,NA,NA
Citalopram,DB00215,Depressive disorder,C0011581,NA,Approved,NA,NA
Eletriptan,DB00216,Migraine Disorders,C0149931,NA,Approved,NA,NA
Moxifloxacin,DB00218,Chlamydial pneumonia,C0339959,NA,Approved,NA,NA
Moxifloxacin,DB00218,Acute bacterial sinusitis,C0275556,NA,Approved,NA,NA
Moxifloxacin,DB00218,Acute exacerbation of chronic bronchitis,C0856695,NA,Approved,NA,NA
Moxifloxacin,DB00218,Moraxella catarrhalis pneumonia,C0857831,NA,Approved,NA,NA
Moxifloxacin,DB00218,Bacterial infection due to Klebsiella pneumoniae,C0343402,NA,Approved,NA,NA
Moxifloxacin,DB00218,Mycoplasma pneumonia,C0032302,NA,Approved,NA,NA
Moxifloxacin,DB00218,Haemophilus influenzae pneumonia,C0276026,NA,Approved,NA,NA
Moxifloxacin,DB00218,Enterobacteriaceae Infections,C0014347,NA,Approved,NA,NA
Moxifloxacin,DB00218,Abdominal Abscess,C0243001,NA,Approved,NA,NA
Moxifloxacin,DB00218,Staphylococcus aureus infection,C1318973,NA,Approved,NA,NA
Moxifloxacin,DB00218,Streptococcus pyogenes infection,C0554628,NA,Approved,NA,NA
Moxifloxacin,DB00218,Infection of skin AND/OR subcutaneous tissue,C0178299,NA,Approved,NA,NA
Moxifloxacin,DB00218,Staphylococcal Pneumonia,C0032308,NA,Approved,NA,NA
Moxifloxacin,DB00218,Peritonitis,C0031154,NA,Approved,NA,NA
Moxifloxacin,DB00218,Pneumonia due to Klebsiella pneumoniae,C0519030,NA,Approved,NA,NA
Moxifloxacin,DB00218,"Pneumonia, Bacterial",C0004626,NA,Approved,NA,NA
Moxifloxacin,DB00218,Streptococcal pneumonia,C0155862,NA,Approved,NA,NA
Moxifloxacin,DB00218,Intraabdominal Infections,C1112209,NA,Approved,NA,NA
Moxifloxacin,DB00218,Bacterial conjunctivitis,C0009768,NA,Approved,NA,NA
Moxifloxacin,DB00218,Rhinoscleroma,C0035468,NA,Approved,NA,NA
Moxifloxacin,DB00218,Pneumonic Plague,C0524688,NA,Approved,NA,NA
Moxifloxacin,DB00218,"Plague, Septicemic",C0152936,NA,Approved,NA,NA
Nelfinavir,DB00220,HIV Infections,C0019693,NA,Approved,NA,NA
Glimepiride,DB00222,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,NA,Approved,NA,NA
Diflorasone,DB00223,Pruritus Ani,C0033775,NA,Approved,NA,NA
Diflorasone,DB00223,Granuloma Annulare,C0085074,NA,Approved,NA,NA
Diflorasone,DB00223,Chronic small plaque psoriasis,C0406317,NA,Approved,NA,NA
Diflorasone,DB00223,Exanthema,C0015230,NA,Approved,NA,NA
Diflorasone,DB00223,Pruritus of genital organs,C0033777,NA,Approved,NA,NA
Diflorasone,DB00223,"Lymphoma, T-Cell, Cutaneous",C0079773,NA,Approved,NA,NA
Diflorasone,DB00223,"Lupus Erythematosus, Discoid",C0024138,NA,Approved,NA,NA
Diflorasone,DB00223,Lichen Simplex Chronicus,C0149922,NA,Approved,NA,NA
Diflorasone,DB00223,Contact Dermatitis,C0011616,NA,Approved,NA,NA
Diflorasone,DB00223,Scalp psoriasis,C0406326,NA,Approved,NA,NA
Diflorasone,DB00223,Seborrheic dermatitis,C0036508,NA,Approved,NA,NA
Diflorasone,DB00223,"Dermatitis, Atopic",C0011615,NA,Approved,NA,NA
Indinavir,DB00224,HIV Infections,C0019693,NA,Approved,NA,NA
Guanadrel,DB00226,Hypertensive disease,C0020538,NA,Approved,NA,NA
Lovastatin,DB00227,Familial hypercholesterolemia - heterozygous,C0342882,NA,Approved,NA,NA
Lovastatin,DB00227,Hyperlipidemia,C0020473,NA,Approved,NA,NA
Lovastatin,DB00227,Hypercholesterolemia,C0020443,NA,Approved,NA,NA
Lovastatin,DB00227,Hypoalphalipoproteinemias,C0473527,NA,Approved,NA,NA
Lovastatin,DB00227,"Hyperlipidemia, Familial Combined",C0020474,NA,Approved,NA,NA
Lovastatin,DB00227,Hypertriglyceridemia,C0020557,NA,Approved,NA,NA
Lovastatin,DB00227,Arteriosclerosis,C0003850,NA,Approved,NA,NA
Pregabalin,DB00230,Diabetic peripheral neuropathy,C0740447,NA,Approved,NA,NA
Pregabalin,DB00230,Fibromyalgia,C0016053,NA,Approved,NA,NA
Pregabalin,DB00230,Postherpetic neuralgia,C0032768,NA,Approved,NA,NA
Pregabalin,DB00230,Generalized Anxiety Disorder,C0270549,NA,Approved,NA,NA
Temazepam,DB00231,Sleeplessness,C0917801,NA,Approved,NA,NA
Methyclothiazide,DB00232,Hypertensive disease,C0020538,NA,Approved,NA,NA
Methyclothiazide,DB00232,Renal disease with edema NOS,C0866125,NA,Approved,NA,NA
Methyclothiazide,DB00232,Edema,C0013604,NA,Approved,NA,NA
Aminosalicylic Acid,DB00233,Acute tuberculosis,C0275959,NA,Approved,NA,NA
Aminosalicylic Acid,DB00233,"Tuberculosis, Pulmonary",C0041327,NA,Approved,NA,NA
Reboxetine,DB00234,Major Depressive Disorder,C1269683,NA,Approved,NA,NA
Milrinone,DB00235,Decompensated cardiac failure,C0581377,NA,Approved,NA,NA
Butabarbital,DB00237,Severe anxiety (panic),C0231403,NA,Approved,NA,NA
Butabarbital,DB00237,Dysuria,C0013428,NA,Approved,NA,NA
Butabarbital,DB00237,Sleeplessness,C0917801,NA,Approved,NA,NA
Nevirapine,DB00238,HIV Infections,C0019693,NA,Approved,NA,NA
Oxiconazole,DB00239,Tinea corporis (disorder),C0040252,NA,Approved,NA,NA
Oxiconazole,DB00239,Tinea Versicolor,C0040262,NA,Approved,NA,NA
Oxiconazole,DB00239,Tinea cruris,C1384589,NA,Approved,NA,NA
Oxiconazole,DB00239,Tinea Pedis,C0040259,NA,Approved,NA,NA
Alclometasone,DB00240,Contact Dermatitis,C0011616,NA,Approved,NA,NA
Alclometasone,DB00240,Exanthema,C0015230,NA,Approved,NA,NA
Alclometasone,DB00240,"Lymphoma, T-Cell, Cutaneous",C0079773,NA,Approved,NA,NA
Alclometasone,DB00240,Chronic small plaque psoriasis,C0406317,NA,Approved,NA,NA
Alclometasone,DB00240,Pruritus Ani,C0033775,NA,Approved,NA,NA
Alclometasone,DB00240,Lichen Simplex Chronicus,C0149922,NA,Approved,NA,NA
Alclometasone,DB00240,"Dermatitis, Atopic",C0011615,NA,Approved,NA,NA
Alclometasone,DB00240,Granuloma Annulare,C0085074,NA,Approved,NA,NA
Alclometasone,DB00240,Seborrheic dermatitis,C0036508,NA,Approved,NA,NA
Alclometasone,DB00240,Scalp psoriasis,C0406326,NA,Approved,NA,NA
Alclometasone,DB00240,"Lupus Erythematosus, Discoid",C0024138,NA,Approved,NA,NA
Alclometasone,DB00240,Pruritus of genital organs,C0033777,NA,Approved,NA,NA
Butalbital,DB00241,Tension Headache,C0033893,NA,Approved,NA,NA
Cladribine,DB00242,Hairy Cell Leukemia,C0023443,NA,Approved,NA,NA
Ranolazine,DB00243,Angina Pectoris,C0002962,NA,Approved,NA,NA
Mesalazine,DB00244,Chronic ulcerative proctitis,C2937222,NA,Approved,NA,NA
Mesalazine,DB00244,Ulcerative Colitis,C0009324,NA,Approved,NA,NA
Mesalazine,DB00244,Ulcerative colitis in remission,C3697010,NA,Approved,NA,NA
Mesalazine,DB00244,Chronic ulcerative rectosigmoiditis,C0267390,NA,Approved,NA,NA
Benzatropine,DB00245,Extrapyramidal Disorders,C0015371,NA,Approved,NA,NA
Benzatropine,DB00245,"Parkinson Disease, Postencephalitic",C0030568,NA,Approved,NA,NA
Benzatropine,DB00245,Parkinson Disease,C0030567,NA,Approved,NA,NA
Benzatropine,DB00245,Parkinsonian Disorders,C0242422,NA,Approved,NA,NA
Ziprasidone,DB00246,Bipolar disorder in remission,C0270425,NA,Approved,NA,NA
Ziprasidone,DB00246,Schizophrenia,C0036341,NA,Approved,NA,NA
Ziprasidone,DB00246,Mixed bipolar I disorder,C0236780,NA,Approved,NA,NA
Ziprasidone,DB00246,"Bipolar affective disorder, current episode manic",C0338873,NA,Approved,NA,NA
Cabergoline,DB00248,Hyperprolactinemia,C0020514,NA,Approved,NA,NA
Idoxuridine,DB00249,"Keratitis, Herpetic",C0019357,NA,Approved,NA,NA
Dapsone,DB00250,Acne Vulgaris,C0001144,NA,Approved,NA,NA
Dapsone,DB00250,Leprosy,C0023343,NA,Approved,NA,NA
Dapsone,DB00250,Dermatitis Herpetiformis,C0011608,NA,Approved,NA,NA
Terconazole,DB00251,"Candidiasis, Vulvovaginal",C0700345,NA,Approved,NA,NA
Phenytoin,DB00252,Status Epilepticus,C0038220,NA,Approved,NA,NA
Phenytoin,DB00252,Epilepsy characterized by intractable complex partial seizures,C2711653,NA,Approved,NA,NA
Phenytoin,DB00252,Epilepsy,C0014544,NA,Approved,NA,NA
Phenytoin,DB00252,Motor cortex epilepsy,C0234978,NA,Approved,NA,NA
Phenytoin,DB00252,"Epilepsies, Partial",C0014547,NA,Approved,NA,NA
Phenytoin,DB00252,Tonic - clonic seizures,C0494475,NA,Approved,NA,NA
Phenytoin,DB00252,Lennox-Gastaut syndrome,C0238111,NA,Approved,NA,NA
Phenytoin,DB00252,Tonic-Clonic Epilepsy,C0014549,NA,Approved,NA,NA
Phenytoin,DB00252,Bipolar disorder in remission,C0270425,NA,Approved,NA,NA
Phenytoin,DB00252,Simple Partial Seizures,C0234974,NA,Approved,NA,NA
Medrysone,DB00253,Rosacea,C0035854,NA,Approved,NA,NA
Medrysone,DB00253,Iritis,C0022081,NA,Approved,NA,NA
Medrysone,DB00253,Punctate keratopathy,C0423234,NA,Approved,NA,NA
Medrysone,DB00253,Iridocyclitis,C0022073,NA,Approved,NA,NA
Medrysone,DB00253,Corneal abrasion,C0010032,NA,Approved,NA,NA
Medrysone,DB00253,Uveitis,C0042164,NA,Approved,NA,NA
Medrysone,DB00253,Herpes zoster keratitis,C1275687,NA,Approved,NA,NA
Medrysone,DB00253,Corneal Ulcer,C0010043,NA,Approved,NA,NA
Medrysone,DB00253,Cyclitis,C0010543,NA,Approved,NA,NA
Medrysone,DB00253,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA
Doxycycline,DB00254,Acne Vulgaris,C0001144,NA,Approved,NA,NA
Doxycycline,DB00254,Infection of skin AND/OR subcutaneous tissue,C0178299,NA,Approved,NA,NA
Doxycycline,DB00254,Brucellosis,C0006309,NA,Approved,NA,NA
Doxycycline,DB00254,Scrub Typhus,C0036472,NA,Approved,NA,NA
Doxycycline,DB00254,Lymphogranuloma Venereum,C0024286,NA,Approved,NA,NA
Doxycycline,DB00254,Rocky Mountain Spotted Fever,C0035793,NA,Approved,NA,NA
Doxycycline,DB00254,Acute gonococcal cervicitis,C0153195,NA,Approved,NA,NA
Doxycycline,DB00254,Chlamydia trachomatis infection of genital structure,C1997322,NA,Approved,NA,NA
Doxycycline,DB00254,Cutaneous anthrax,C0003177,NA,Approved,NA,NA
Doxycycline,DB00254,Q Fever,C0034362,NA,Approved,NA,NA
Doxycycline,DB00254,Acute gonococcal urethritis,C0275652,NA,Approved,NA,NA
Doxycycline,DB00254,Actinomycosis,C0001261,NA,Approved,NA,NA
Doxycycline,DB00254,Endemic Flea-Borne Typhus,C0041472,NA,Approved,NA,NA
Doxycycline,DB00254,TYPHUS,C0041471,NA,Approved,NA,NA
Doxycycline,DB00254,Anthrax disease,C0003175,NA,Approved,NA,NA
Doxycycline,DB00254,Cholera,C0008354,NA,Approved,NA,NA
Doxycycline,DB00254,Tularemia,C0041351,NA,Approved,NA,NA
Doxycycline,DB00254,Chancroids,C0007947,NA,Approved,NA,NA
Doxycycline,DB00254,GONOCOCCAL INFECTION DISSEMINATED,C0744451,NA,Approved,NA,NA
Doxycycline,DB00254,non-gonococcal urethritis (NGU),C1112709,NA,Approved,NA,NA
Doxycycline,DB00254,Pharyngitis,C0031350,NA,Approved,NA,NA
Doxycycline,DB00254,Sinusitis,C0037199,NA,Approved,NA,NA
Doxycycline,DB00254,Trachoma,C0040592,NA,Approved,NA,NA
Doxycycline,DB00254,Boutonneuse Fever,C0006060,NA,Approved,NA,NA
Doxycycline,DB00254,Gonorrhea of rectum,C0275665,NA,Approved,NA,NA
Doxycycline,DB00254,Yaws,C0043388,NA,Approved,NA,NA
Doxycycline,DB00254,Q fever endocarditis,C0340354,NA,Approved,NA,NA
Doxycycline,DB00254,Gonorrhea,C0018081,NA,Approved,NA,NA
Doxycycline,DB00254,Brill-Zinsser Disease,C0006181,NA,Approved,NA,NA
Doxycycline,DB00254,Listeriosis,C0023860,NA,Approved,NA,NA
Doxycycline,DB00254,Rickettsia Infections,C0035585,NA,Approved,NA,NA
Doxycycline,DB00254,Gonorrhea of pharynx,C0149966,NA,Approved,NA,NA
Doxycycline,DB00254,"Typhus, Epidemic Louse-Borne",C0041473,NA,Approved,NA,NA
Doxycycline,DB00254,Rickettsialpox,C0035597,NA,Approved,NA,NA
Doxycycline,DB00254,Acute gonococcal endometritis,C0153196,NA,Approved,NA,NA
Doxycycline,DB00254,Acute gonococcal epididymo-orchitis,C0153193,NA,Approved,NA,NA
Doxycycline,DB00254,Inhalational anthrax,C0155866,NA,Approved,NA,NA
Doxycycline,DB00254,Gastrointestinal anthrax,C0152945,NA,Approved,NA,NA
Doxycycline,DB00254,Syphilis,C0039128,NA,Approved,NA,NA
Doxycycline,DB00254,Granuloma Inguinale,C0018190,NA,Approved,NA,NA
Doxycycline,DB00254,Mycoplasma pneumonia,C0032302,NA,Approved,NA,NA
Doxycycline,DB00254,Bronchitis,C0006277,NA,Approved,NA,NA
Doxycycline,DB00254,Bartonella Infections,C0004771,NA,Approved,NA,NA
Doxycycline,DB00254,Psittacosis,C0029291,NA,Approved,NA,NA
Doxycycline,DB00254,Relapsing Fever,C0035021,NA,Approved,NA,NA
Doxycycline,DB00254,"Pneumonia, Bacterial",C0004626,NA,Approved,NA,NA
Doxycycline,DB00254,Chlamydia Infections,C0008149,NA,Approved,NA,NA
Clotrimazole,DB00257,"Candidiasis, Vulvovaginal",C0700345,NA,Approved,NA,NA
Clotrimazole,DB00257,Diaper Rash,C0011974,NA,Approved,NA,NA
Clotrimazole,DB00257,Oropharyngeal candidiasis,C0919659,NA,Approved,NA,NA
Clotrimazole,DB00257,Tinea corporis (disorder),C0040252,NA,Approved,NA,NA
Clotrimazole,DB00257,Cutaneous Candidiasis,C0006846,NA,Approved,NA,NA
Clotrimazole,DB00257,Oral candidiasis,C0006849,NA,Approved,NA,NA
Clotrimazole,DB00257,Tinea cruris,C1384589,NA,Approved,NA,NA
Clotrimazole,DB00257,Tinea Pedis,C0040259,NA,Approved,NA,NA
Clotrimazole,DB00257,Tinea Versicolor,C0040262,NA,Approved,NA,NA
Calcium Acetate,DB00258,Disorder of electrolytes,C1704431,NA,Approved,NA,NA
Calcium Acetate,DB00258,Hypermagnesemia,C0151714,NA,Approved,NA,NA
Calcium Acetate,DB00258,Cardiac Arrest,C0018790,NA,Approved,NA,NA
Calcium Acetate,DB00258,Hypocalcemia,C0020598,NA,Approved,NA,NA
Calcium Acetate,DB00258,Hyperkalemia,C0020461,NA,Approved,NA,NA
Calcium Acetate,DB00258,Hypocalcemic tetany,C0151940,NA,Approved,NA,NA
Sulfanilamide,DB00259,Vulvovaginitis,C0042998,NA,Approved,NA,NA
Sulfanilamide,DB00259,"Candidiasis, Vulvovaginal",C0700345,NA,Approved,NA,NA
Cycloserine,DB00260,Escherichia coli urinary tract infection,C0577708,NA,Approved,NA,NA
Cycloserine,DB00260,"Tuberculosis, Pulmonary",C0041327,NA,Approved,NA,NA
Cycloserine,DB00260,Acute tuberculosis,C0275959,NA,Approved,NA,NA
Cycloserine,DB00260,Bacterial urinary infection,C0729524,NA,Approved,NA,NA
Anagrelide,DB00261,"Thrombocythemia, Essential",C0040028,NA,Approved,NA,NA
Carmustine,DB00262,Malignant neoplasm of brain,C0153633,NA,Approved,NA,NA
Carmustine,DB00262,Multiple Myeloma,C0026764,NA,Approved,NA,NA
Carmustine,DB00262,Hodgkin Disease,C0019829,NA,Approved,NA,NA
Carmustine,DB00262,Diffuse Large B-Cell Lymphoma,C0079744,NA,Approved,NA,NA
Carmustine,DB00262,"Lymphoma, Non-Hodgkin",C0024305,NA,Approved,NA,NA
Carmustine,DB00262,Malignant Glioma,C0555198,NA,Approved,NA,NA
Carmustine,DB00262,Glioblastoma multiforme of brain,C0349543,NA,Approved,NA,NA
Sulfisoxazole,DB00263,Chlamydial cervicitis,C0341834,NA,Approved,NA,NA
Sulfisoxazole,DB00263,Infective otitis media,C0729586,NA,Approved,NA,NA
Sulfisoxazole,DB00263,Chancroids,C0007947,NA,Approved,NA,NA
Sulfisoxazole,DB00263,Meningococcal meningitis,C0025294,NA,Approved,NA,NA
Sulfisoxazole,DB00263,Acute otitis media,C0271429,NA,Approved,NA,NA
Sulfisoxazole,DB00263,Nocardia Infections,C0028242,NA,Approved,NA,NA
Sulfisoxazole,DB00263,"Malaria, Falciparum",C0024535,NA,Approved,NA,NA
Sulfisoxazole,DB00263,Trachoma,C0040592,NA,Approved,NA,NA
Sulfisoxazole,DB00263,Inclusion conjunctivitis,C0009770,NA,Approved,NA,NA
Sulfisoxazole,DB00263,Chlamydial urethritis,C1278807,NA,Approved,NA,NA
Sulfisoxazole,DB00263,Urinary tract infection,C0042029,NA,Approved,NA,NA
Metoprolol,DB00264,Hypertensive disease,C0020538,NA,Approved,NA,NA
Metoprolol,DB00264,Myocardial Infarction,C0027051,NA,Approved,NA,NA
Metoprolol,DB00264,Acute Coronary Syndrome,C0948089,NA,Approved,NA,NA
Metoprolol,DB00264,Angina Pectoris,C0002962,NA,Approved,NA,NA
Metoprolol,DB00264,Chronic heart failure,C0264716,NA,Approved,NA,NA
Crotamiton,DB00265,Scabies <infestation>,C0036262,NA,Approved,NA,NA
Crotamiton,DB00265,Pruritus,C0033774,NA,Approved,NA,NA
Dicoumarol,DB00266,Myocardial Infarction,C0027051,NA,Approved,NA,NA
Dicoumarol,DB00266,Thromboembolism,C0040038,NA,Approved,NA,NA
Dicoumarol,DB00266,Thrombosis,C0040053,NA,Approved,NA,NA
Dicoumarol,DB00266,Cerebral Embolism,C0007780,NA,Approved,NA,NA
Ropinirole,DB00268,Parkinson Disease,C0030567,NA,Approved,NA,NA
Ropinirole,DB00268,Restless Legs Syndrome,C0035258,NA,Approved,NA,NA
Isradipine,DB00270,Hypertensive disease,C0020538,NA,Approved,NA,NA
Topiramate,DB00273,Tonic-Clonic Epilepsy,C0014549,NA,Approved,NA,NA
Topiramate,DB00273,Epilepsy characterized by intractable complex partial seizures,C2711653,NA,Approved,NA,NA
Topiramate,DB00273,Lennox-Gastaut syndrome,C0238111,NA,Approved,NA,NA
Topiramate,DB00273,Simple Partial Seizures,C0234974,NA,Approved,NA,NA
Cefmetazole,DB00274,Pneumonia,C0032285,NA,Approved,NA,NA
Cefmetazole,DB00274,Staphylococcal Pneumonia,C0032308,NA,Approved,NA,NA
Cefmetazole,DB00274,Infection of skin AND/OR subcutaneous tissue,C0178299,NA,Approved,NA,NA
Cefmetazole,DB00274,Pneumonia due to Escherichia coli,C0276089,NA,Approved,NA,NA
Cefmetazole,DB00274,Urinary tract infection,C0042029,NA,Approved,NA,NA
Cefmetazole,DB00274,Intraabdominal Infections,C1112209,NA,Approved,NA,NA
Cefmetazole,DB00274,Haemophilus influenzae pneumonia,C0276026,NA,Approved,NA,NA
Cefmetazole,DB00274,Lower respiratory tract infection,C0149725,NA,Approved,NA,NA
Olmesartan,DB00275,Hypertensive disease,C0020538,NA,Approved,NA,NA
Theophylline,DB00277,Lung diseases,C0024115,NA,Approved,NA,NA
Theophylline,DB00277,Status Asthmaticus,C0038218,NA,Approved,NA,NA
Theophylline,DB00277,Asthma night-time symptoms,C1273489,NA,Approved,NA,NA
Theophylline,DB00277,Asthma,C0004096,NA,Approved,NA,NA
Theophylline,DB00277,Bronchitis,C0006277,NA,Approved,NA,NA
Theophylline,DB00277,Pulmonary Emphysema,C0034067,NA,Approved,NA,NA
