"geneNID"	"geneId"	"geneNmea"	"geneDescription"	"pLI"	"DSI"	"DPI"
"270"	"354"	"KLK3"	"kallikrein related peptidase 3"	"4.4271e-06"	"0.443"	"0.885"
"271"	"355"	"FAS"	"Fas cell surface death receptor"	"0.8117"	"0.372"	"0.923"
"272"	"356"	"FASLG"	"Fas ligand"	"0.18345"	"0.43"	"0.885"
"273"	"357"	"SHROOM2"	"shroom family member 2"	"0.0029403"	"0.729"	"0.385"
"274"	"358"	"AQP1"	"aquaporin 1 (Colton blood group)"	"2.5697e-07"	"0.467"	"0.885"
"275"	"359"	"AQP2"	"aquaporin 2"	"2.4855e-06"	"0.581"	"0.769"
"276"	"360"	"AQP3"	"aquaporin 3 (Gill blood group)"	"0.13398"	"0.546"	"0.769"
"277"	"361"	"AQP4"	"aquaporin 4"	"0.0022919"	"0.456"	"0.885"
"278"	"362"	"AQP5"	"aquaporin 5"	"0.053249"	"0.552"	"0.769"
"279"	"363"	"AQP6"	"aquaporin 6"	"0.015875"	"0.695"	"0.577"
"280"	"364"	"AQP7"	"aquaporin 7"	"4.0504e-16"	"0.67"	"0.462"
"281"	"366"	"AQP9"	"aquaporin 9"	"0.24027"	"0.565"	"0.808"
"282"	"367"	"AR"	"androgen receptor"	"0.98837"	"0.351"	"0.846"
"283"	"368"	"ABCC6"	"ATP binding cassette subfamily C member 6"	"5.6167e-35"	"0.54"	"0.654"
"284"	"369"	"ARAF"	"A-Raf proto-oncogene, serine/threonine kinase"	"0.96322"	"0.619"	"0.654"
"285"	"372"	"ARCN1"	"archain 1"	"0.99997"	"0.705"	"0.462"
"286"	"373"	"TRIM23"	"tripartite motif containing 23"	"0.0003937"	"0.716"	"0.308"
"287"	"374"	"AREG"	"amphiregulin"	"0.35407"	"0.487"	"0.769"
"288"	"375"	"ARF1"	"ADP ribosylation factor 1"	"0.89967"	"0.626"	"0.615"
"289"	"377"	"ARF3"	"ADP ribosylation factor 3"	"0.35273"	"0.751"	"0.385"
"290"	"378"	"ARF4"	"ADP ribosylation factor 4"	"0.95992"	"0.751"	"0.308"
"291"	"379"	"ARL4D"	"ADP ribosylation factor like GTPase 4D"	"0.03757"	"0.931"	"0.077"
"292"	"381"	"ARF5"	"ADP ribosylation factor 5"	"0.94298"	"1"	"0.077"
"293"	"382"	"ARF6"	"ADP ribosylation factor 6"	"0.71536"	"0.631"	"0.577"
"294"	"383"	"ARG1"	"arginase 1"	"0.00035944"	"0.476"	"0.846"
"295"	"384"	"ARG2"	"arginase 2"	"0.00018207"	"0.569"	"0.731"
"296"	"387"	"RHOA"	"ras homolog family member A"	"0.60405"	"0.502"	"0.808"
"297"	"388"	"RHOB"	"ras homolog family member B"	"0.12253"	"0.653"	"0.423"
"298"	"389"	"RHOC"	"ras homolog family member C"	"0.76766"	"0.641"	"0.308"
"299"	"390"	"RND3"	"Rho family GTPase 3"	"0.96682"	"0.656"	"0.385"
"300"	"391"	"RHOG"	"ras homolog family member G"	"0.42952"	"0.89"	"0.192"
"301"	"392"	"ARHGAP1"	"Rho GTPase activating protein 1"	"0.76774"	"0.638"	"0.577"
"302"	"393"	"ARHGAP4"	"Rho GTPase activating protein 4"	"0.97693"	"0.736"	"0.5"
"303"	"394"	"ARHGAP5"	"Rho GTPase activating protein 5"	"0.99862"	"0.769"	"0.192"
"304"	"395"	"ARHGAP6"	"Rho GTPase activating protein 6"	"0.99845"	"0.769"	"0.269"
"305"	"396"	"ARHGDIA"	"Rho GDP dissociation inhibitor alpha"	"0.03642"	"0.663"	"0.577"
"306"	"397"	"ARHGDIB"	"Rho GDP dissociation inhibitor beta"	"0.0006377"	"0.633"	"0.654"
"307"	"398"	"ARHGDIG"	"Rho GDP dissociation inhibitor gamma"	"0.92154"	"0.931"	"0.077"
"308"	"399"	"RHOH"	"ras homolog family member H"	"0.14861"	"0.666"	"0.462"
"309"	"400"	"ARL1"	"ADP ribosylation factor like GTPase 1"	"0.093716"	"1"	"0.038"
"310"	"401"	"PHOX2A"	"paired like homeobox 2A"	"0.49018"	"0.7"	"0.346"
"311"	"402"	"ARL2"	"ADP ribosylation factor like GTPase 2"	"0.021417"	"0.743"	"0.269"
"312"	"403"	"ARL3"	"ADP ribosylation factor like GTPase 3"	"0.0014071"	"0.603"	"0.615"
"313"	"405"	"ARNT"	"aryl hydrocarbon receptor nuclear translocator"	"0.99581"	"0.575"	"0.692"
"314"	"406"	"ARNTL"	"aryl hydrocarbon receptor nuclear translocator like"	"0.99444"	"0.51"	"0.885"
"315"	"407"	"ARR3"	"arrestin 3"	"0.10401"	"0.46"	"0.846"
"316"	"408"	"ARRB1"	"arrestin beta 1"	"0.99394"	"0.588"	"0.846"
"317"	"409"	"ARRB2"	"arrestin beta 2"	"0.50658"	"0.561"	"0.769"
"318"	"410"	"ARSA"	"arylsulfatase A"	"1.0893e-11"	"0.448"	"0.923"
"319"	"411"	"ARSB"	"arylsulfatase B"	"7.0009e-09"	"0.595"	"0.692"
"320"	"412"	"STS"	"steroid sulfatase"	"0.80886"	"0.431"	"0.846"
"321"	"413"	"ARSC2"	"arylsulfatase C, isozyme F"		"1"	"0.192"
"322"	"414"	"ARSD"	"arylsulfatase D"	"0.0016285"	"0.535"	"0.808"
"323"	"415"	"ARSL"	"arylsulfatase L"	"0.58982"	"0.663"	"0.654"
"324"	"416"	"ARSF"	"arylsulfatase F"	"3.1126e-14"	"0.663"	"0.615"
"325"	"417"	"ART1"	"ADP-ribosyltransferase 1"	"5.1026e-12"	"0.7"	"0.385"
"326"	"419"	"ART3"	"ADP-ribosyltransferase 3"	"5.1018e-15"	"0.839"	"0.192"
"327"	"420"	"ART4"	"ADP-ribosyltransferase 4 (Dombrock blood group)"	"0.0015662"	"0.931"	"0.154"
"328"	"421"	"ARVCF"	"ARVCF delta catenin family member"	"5.0422e-11"	"0.54"	"0.769"
"329"	"424"	"ARVD3"	"arrhythmogenic right ventricular dysplasia 3"		"0.792"	"0.192"
"330"	"425"	"ARVD4"	"arrhythmogenic right ventricular dysplasia 4"		"1"	"0.077"
"331"	"427"	"ASAH1"	"N-acylsphingosine amidohydrolase 1"	"1.2588e-12"	"0.526"	"0.808"
"332"	"429"	"ASCL1"	"achaete-scute family bHLH transcription factor 1"	"0.67692"	"0.552"	"0.692"
"333"	"430"	"ASCL2"	"achaete-scute family bHLH transcription factor 2"	"0.34557"	"0.691"	"0.423"
"334"	"431"	"ASD1"	"atrial septal defect 1"		"0.861"	"0.154"
"335"	"432"	"ASGR1"	"asialoglycoprotein receptor 1"	"3.8718e-15"	"0.805"	"0.192"
"336"	"433"	"ASGR2"	"asialoglycoprotein receptor 2"	"9.8145e-10"		
"337"	"434"	"ASIP"	"agouti signaling protein"	"0.016298"	"0.584"	"0.692"
"338"	"435"	"ASL"	"argininosuccinate lyase"	"8.5727e-10"	"0.593"	"0.731"
"339"	"438"	"ASMT"	"acetylserotonin O-methyltransferase"	"1.2722e-20"	"0.691"	"0.346"
"340"	"439"	"GET3"	"guided entry of tail-anchored proteins factor 3, ATPase"	"0.94316"	"1"	"0.038"
"341"	"440"	"ASNS"	"asparagine synthetase (glutamine-hydrolyzing)"	"9.3611e-06"	"0.595"	"0.692"
"342"	"443"	"ASPA"	"aspartoacylase"	"0.00041128"	"0.564"	"0.731"
"343"	"444"	"ASPH"	"aspartate beta-hydroxylase"	"6.6268e-15"	"0.61"	"0.615"
"344"	"445"	"ASS1"	"argininosuccinate synthase 1"	"1.5095e-09"	"0.523"	"0.731"
"345"	"460"	"ASTN1"	"astrotactin 1"	"0.99998"	"0.736"	"0.308"
"346"	"462"	"SERPINC1"	"serpin family C member 1"	"0.99892"	"0.507"	"0.769"
"347"	"463"	"ZFHX3"	"zinc finger homeobox 3"	"0.44753"	"0.621"	"0.654"
"348"	"465"	"ATD"	"asphixiating thoracic dystrophy (chondroectodermal dysplasia-like syndrome)"		"0.656"	"0.731"
"349"	"466"	"ATF1"	"activating transcription factor 1"	"0.63426"	"0.588"	"0.577"
"350"	"467"	"ATF3"	"activating transcription factor 3"	"0.089296"	"0.494"	"0.885"
"351"	"468"	"ATF4"	"activating transcription factor 4"	"0.015659"	"0.507"	"0.769"
"352"	"470"	"ATHS"	"atherosclerosis susceptibility (lipoprotein associated)"		"0.551"	"0.769"
"353"	"471"	"ATIC"	"5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase"	"3.0109e-19"	"0.576"	"0.731"
"354"	"472"	"ATM"	"ATM serine/threonine kinase"	"5.5884e-47"	"0.374"	"0.885"
"355"	"473"	"RERE"	"arginine-glutamic acid dipeptide repeats"	"1"	"0.526"	"0.846"
"356"	"474"	"ATOH1"	"atonal bHLH transcription factor 1"	"0.017833"	"0.633"	"0.5"
"357"	"475"	"ATOX1"	"antioxidant 1 copper chaperone"	"0.58645"	"0.656"	"0.5"
"358"	"476"	"ATP1A1"	"ATPase Na+/K+ transporting subunit alpha 1"	"1"	"0.601"	"0.808"
"359"	"477"	"ATP1A2"	"ATPase Na+/K+ transporting subunit alpha 2"	"0.00018093"	"0.597"	"0.615"
"360"	"478"	"ATP1A3"	"ATPase Na+/K+ transporting subunit alpha 3"	"1"	"0.544"	"0.615"
"361"	"479"	"ATP12A"	"ATPase H+/K+ transporting non-gastric alpha2 subunit"	"7.1254e-14"	"0.575"	"0.769"
"362"	"480"	"ATP1A4"	"ATPase Na+/K+ transporting subunit alpha 4"	"2.1395e-20"	"0.805"	"0.269"
"363"	"481"	"ATP1B1"	"ATPase Na+/K+ transporting subunit beta 1"	"0.99881"	"0.7"	"0.462"
"364"	"482"	"ATP1B2"	"ATPase Na+/K+ transporting subunit beta 2"	"0.073684"	"0.705"	"0.308"
"365"	"483"	"ATP1B3"	"ATPase Na+/K+ transporting subunit beta 3"	"0.10244"	"0.78"	"0.154"
"366"	"486"	"FXYD2"	"FXYD domain containing ion transport regulator 2"	"0.11431"	"0.78"	"0.346"
"367"	"487"	"ATP2A1"	"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1"	"1.5354e-14"	"0.682"	"0.423"
"368"	"488"	"ATP2A2"	"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2"	"0.99945"	"0.529"	"0.808"
"369"	"489"	"ATP2A3"	"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3"	"2.247e-09"	"0.617"	"0.577"
"370"	"490"	"ATP2B1"	"ATPase plasma membrane Ca2+ transporting 1"	"1"	"0.666"	"0.5"
"371"	"491"	"ATP2B2"	"ATPase plasma membrane Ca2+ transporting 2"	"1"	"0.659"	"0.731"
"372"	"492"	"ATP2B3"	"ATPase plasma membrane Ca2+ transporting 3"	"0.99945"	"0.631"	"0.692"
"373"	"493"	"ATP2B4"	"ATPase plasma membrane Ca2+ transporting 4"	"0.0015112"	"0.659"	"0.577"
"374"	"495"	"ATP4A"	"ATPase H+/K+ transporting subunit alpha"	"9.4424e-12"	"0.575"	"0.769"
"375"	"496"	"ATP4B"	"ATPase H+/K+ transporting subunit beta"	"4.6372e-05"	"0.76"	"0.269"
"376"	"498"	"ATP5F1A"	"ATP synthase F1 subunit alpha"	"0.99945"	"0.604"	"0.731"
"377"	"501"	"ALDH7A1"	"aldehyde dehydrogenase 7 family member A1"	"1.3923e-22"	"0.551"	"0.769"
"378"	"506"	"ATP5F1B"	"ATP synthase F1 subunit beta"	"0.97679"	"0.626"	"0.654"
"379"	"509"	"ATP5F1C"	"ATP synthase F1 subunit gamma"	"0.00079192"	"0.89"	"0.115"
"380"	"513"	"ATP5F1D"	"ATP synthase F1 subunit delta"	"0.073813"	"0.674"	"0.5"
"381"	"514"	"ATP5F1E"	"ATP synthase F1 subunit epsilon"	"0.0088748"	"0.686"	"0.5"
"382"	"516"	"ATP5MC1"	"ATP synthase membrane subunit c locus 1"	"0.42691"	"0.805"	"0.308"
"383"	"517"	"ATP5MC2"	"ATP synthase membrane subunit c locus 2"	"7.4577e-06"	"0.861"	"0.192"
"384"	"521"	"ATP5ME"	"ATP synthase membrane subunit e"	"0.085765"	"1"	"0.038"
"385"	"522"	"ATP5PF"	"ATP synthase peripheral stalk subunit F6"	"0.006131"	"0.716"	"0.538"
"386"	"523"	"ATP6V1A"	"ATPase H+ transporting V1 subunit A"	"0.86801"	"0.579"	"0.615"
"387"	"525"	"ATP6V1B1"	"ATPase H+ transporting V1 subunit B1"	"2.3997e-09"	"0.695"	"0.346"
"388"	"526"	"ATP6V1B2"	"ATPase H+ transporting V1 subunit B2"	"0.99154"	"0.606"	"0.577"
"389"	"527"	"ATP6V0C"	"ATPase H+ transporting V0 subunit c"	"0.74232"	"0.78"	"0.154"
"390"	"528"	"ATP6V1C1"	"ATPase H+ transporting V1 subunit C1"	"0.00015353"	"0.821"	"0.192"
"391"	"529"	"ATP6V1E1"	"ATPase H+ transporting V1 subunit E1"	"0.528"	"0.61"	"0.769"
"392"	"533"	"ATP6V0B"	"ATPase H+ transporting V0 subunit b"	"0.96895"	"0.931"	"0.115"
"393"	"534"	"ATP6V1G2"	"ATPase H+ transporting V1 subunit G2"	"0.0028604"	"0.839"	"0.269"
"394"	"535"	"ATP6V0A1"	"ATPase H+ transporting V0 subunit a1"	"0.99797"	"0.821"	"0.192"
"395"	"537"	"ATP6AP1"	"ATPase H+ transporting accessory protein 1"	"0.99079"	"0.691"	"0.577"
"396"	"538"	"ATP7A"	"ATPase copper transporting alpha"	"0.99983"	"0.494"	"0.769"
"397"	"539"	"ATP5PO"	"ATP synthase peripheral stalk subunit OSCP"	"0.058145"	"0.861"	"0.192"
"398"	"540"	"ATP7B"	"ATPase copper transporting beta"	"4.8001e-30"	"0.529"	"0.654"
"399"	"545"	"ATR"	"ATR serine/threonine kinase"	"3.5177e-09"	"0.456"	"0.923"
"400"	"546"	"ATRX"	"ATRX chromatin remodeler"	"1"	"0.452"	"0.808"
"401"	"547"	"KIF1A"	"kinesin family member 1A"	"1"	"0.559"	"0.692"
"402"	"549"	"AUH"	"AU RNA binding methylglutaconyl-CoA hydratase"	"8.024e-06"	"0.686"	"0.346"
"403"	"550"	"AUP1"	"AUP1 lipid droplet regulating VLDL assembly factor"	"0.00016038"		
"404"	"551"	"AVP"	"arginine vasopressin"	"0.074413"	"0.436"	"0.846"
"405"	"552"	"AVPR1A"	"arginine vasopressin receptor 1A"	"6.8987e-07"	"0.663"	"0.5"
"406"	"553"	"AVPR1B"	"arginine vasopressin receptor 1B"	"0.00037047"	"0.705"	"0.385"
"407"	"554"	"AVPR2"	"arginine vasopressin receptor 2"	"0.55589"	"0.568"	"0.769"
"408"	"558"	"AXL"	"AXL receptor tyrosine kinase"	"0.012951"	"0.489"	"0.615"
"409"	"560"	"AZF1"	"azoospermia factor 1"		"0.711"	"0.269"
"410"	"563"	"AZGP1"	"alpha-2-glycoprotein 1, zinc-binding"	"4.1545e-06"	"0.566"	"0.769"
"411"	"566"	"AZU1"	"azurocidin 1"	"3.9068e-05"	"0.636"	"0.692"
"412"	"567"	"B2M"	"beta-2-microglobulin"	"0.56167"	"0.447"	"0.846"
"413"	"570"	"BAAT"	"bile acid-CoA:amino acid N-acyltransferase"	"7.8651e-08"	"0.578"	"0.654"
"414"	"571"	"BACH1"	"BTB domain and CNC homolog 1"	"0.57072"	"0.585"	"0.731"
"415"	"572"	"BAD"	"BCL2 associated agonist of cell death"	"0.0046237"	"0.553"	"0.769"
"416"	"573"	"BAG1"	"BAG cochaperone 1"	"6.5264e-06"	"0.538"	"0.769"
"417"	"574"	"BAGE"	"B melanoma antigen"		"0.711"	"0.346"
"418"	"575"	"ADGRB1"	"adhesion G protein-coupled receptor B1"	"1"	"0.695"	"0.231"
"419"	"576"	"ADGRB2"	"adhesion G protein-coupled receptor B2"	"0.99982"	"0.89"	"0.192"
"420"	"577"	"ADGRB3"	"adhesion G protein-coupled receptor B3"	"1"	"0.736"	"0.192"
"421"	"578"	"BAK1"	"BCL2 antagonist/killer 1"	"7.4028e-06"	"0.555"	"0.769"
"422"	"579"	"NKX3-2"	"NK3 homeobox 2"	"0.63821"	"0.736"	"0.308"
"423"	"580"	"BARD1"	"BRCA1 associated RING domain 1"	"1.3777e-24"	"0.597"	"0.538"
"424"	"581"	"BAX"	"BCL2 associated X, apoptosis regulator"	"0.31746"	"0.417"	"0.885"
"425"	"582"	"BBS1"	"Bardet-Biedl syndrome 1"	"3.4063e-12"	"0.593"	"0.692"
"426"	"583"	"BBS2"	"Bardet-Biedl syndrome 2"	"1.0328e-17"	"0.565"	"0.654"
"427"	"585"	"BBS4"	"Bardet-Biedl syndrome 4"	"1.4549e-16"	"0.647"	"0.615"
"428"	"586"	"BCAT1"	"branched chain amino acid transaminase 1"	"3.7984e-08"	"0.606"	"0.538"
"429"	"587"	"BCAT2"	"branched chain amino acid transaminase 2"	"2.826e-12"	"0.686"	"0.385"
"430"	"590"	"BCHE"	"butyrylcholinesterase"	"1.0643e-13"	"0.447"	"0.923"
"431"	"593"	"BCKDHA"	"branched chain keto acid dehydrogenase E1 subunit alpha"	"9.8243e-09"	"0.695"	"0.423"
"432"	"594"	"BCKDHB"	"branched chain keto acid dehydrogenase E1 subunit beta"	"4.3112e-09"	"0.682"	"0.5"
"433"	"595"	"CCND1"	"cyclin D1"	"0.89057"	"0.344"	"0.923"
"434"	"596"	"BCL2"	"BCL2 apoptosis regulator"	"0.55903"	"0.291"	"0.885"
"435"	"597"	"BCL2A1"	"BCL2 related protein A1"	"0.20785"	"0.529"	"0.731"
"436"	"598"	"BCL2L1"	"BCL2 like 1"	"0.93667"	"0.493"	"0.885"
"437"	"599"	"BCL2L2"	"BCL2 like 2"	"0.46908"	"0.599"	"0.615"
"438"	"602"	"BCL3"	"BCL3 transcription coactivator"	"0.98871"	"0.541"	"0.731"
"439"	"603"	"BCL5"	"B cell CLL/lymphoma 5"		"0.89"	"0.154"
"440"	"604"	"BCL6"	"BCL6 transcription repressor"	"0.96038"	"0.444"	"0.808"
"441"	"605"	"BCL7A"	"BAF chromatin remodeling complex subunit BCL7A"	"0.07823"	"0.736"	"0.385"
"442"	"606"	"NBEAP1"	"neurobeachin pseudogene 1"		"0.861"	"0.154"
"443"	"607"	"BCL9"	"BCL9 transcription coactivator"	"0.49607"	"0.595"	"0.615"
"444"	"608"	"TNFRSF17"	"TNF receptor superfamily member 17"	"1.3715e-06"	"0.588"	"0.692"
"445"	"610"	"HCN2"	"hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2"	"0.48885"	"0.653"	"0.385"
"446"	"611"	"OPN1SW"	"opsin 1, short wave sensitive"	"0.021134"	"0.519"	"0.769"
"447"	"613"	"BCR"	"BCR activator of RhoGEF and GTPase"	"0.98761"	"0.431"	"0.885"
"448"	"616"	"BCRP4"	"BCR pseudogene 4"		"0.805"	"0.154"
"449"	"617"	"BCS1L"	"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone"	"4.6972e-13"	"0.534"	"0.808"
"450"	"618"	"BCYRN1"	"brain cytoplasmic RNA 1"		"0.666"	"0.423"
"451"	"622"	"BDH1"	"3-hydroxybutyrate dehydrogenase 1"	"7.5703e-08"	"0.729"	"0.423"
"452"	"623"	"BDKRB1"	"bradykinin receptor B1"	"0.0046897"	"0.619"	"0.731"
"453"	"624"	"BDKRB2"	"bradykinin receptor B2"	"0.11863"	"0.585"	"0.808"
"454"	"627"	"BDNF"	"brain derived neurotrophic factor"	"0.65626"	"0.345"	"0.923"
"455"	"629"	"CFB"	"complement factor B"	"4.6696e-16"	"0.532"	"0.769"
"456"	"631"	"BFSP1"	"beaded filament structural protein 1"	"1.8463e-07"	"0.729"	"0.231"
"457"	"632"	"BGLAP"	"bone gamma-carboxyglutamate protein"	"4.6155e-08"	"0.462"	"0.846"
"458"	"633"	"BGN"	"biglycan"	"0.45229"	"0.484"	"0.808"
"459"	"634"	"CEACAM1"	"CEA cell adhesion molecule 1"	"0.00078816"	"0.525"	"0.731"
"460"	"635"	"BHMT"	"betaine--homocysteine S-methyltransferase"	"3.739e-14"	"0.595"	"0.731"
"461"	"636"	"BICD1"	"BICD cargo adaptor 1"	"1.5724e-05"	"0.821"	"0.231"
"462"	"637"	"BID"	"BH3 interacting domain death agonist"	"1.5646e-11"	"0.555"	"0.808"
"463"	"638"	"BIK"	"BCL2 interacting killer"	"5.0334e-06"	"0.653"	"0.462"
"464"	"639"	"PRDM1"	"PR/SET domain 1"	"0.9565"	"0.538"	"0.731"
"465"	"640"	"BLK"	"BLK proto-oncogene, Src family tyrosine kinase"	"8.348e-14"	"0.585"	"0.769"
"466"	"641"	"BLM"	"BLM RecQ like helicase"	"1.5376e-15"	"0.535"	"0.808"
"467"	"642"	"BLMH"	"bleomycin hydrolase"	"0.12878"	"0.716"	"0.423"
"468"	"643"	"CXCR5"	"C-X-C motif chemokine receptor 5"	"0.72861"	"0.524"	"0.769"
"469"	"644"	"BLVRA"	"biliverdin reductase A"	"0.00034786"	"0.663"	"0.423"
"470"	"645"	"BLVRB"	"biliverdin reductase B"	"4.1869e-06"	"0.695"	"0.423"
"471"	"646"	"BNC1"	"basonuclin 1"	"0.96479"	"0.736"	"0.423"
"472"	"648"	"BMI1"	"BMI1 proto-oncogene, polycomb ring finger"	"0.94286"	"0.448"	"0.808"
"473"	"649"	"BMP1"	"bone morphogenetic protein 1"	"0.00088564"	"0.554"	"0.769"
"474"	"650"	"BMP2"	"bone morphogenetic protein 2"	"0.98799"	"0.432"	"0.846"
"475"	"651"	"BMP3"	"bone morphogenetic protein 3"	"0.056398"	"0.678"	"0.423"
"476"	"652"	"BMP4"	"bone morphogenetic protein 4"	"0.9564"	"0.422"	"0.808"
"477"	"653"	"BMP5"	"bone morphogenetic protein 5"	"0.00090084"	"0.653"	"0.577"
"478"	"654"	"BMP6"	"bone morphogenetic protein 6"	"0.75947"	"0.531"	"0.808"
"479"	"655"	"BMP7"	"bone morphogenetic protein 7"	"0.12727"	"0.498"	"0.769"
"480"	"656"	"BMP8B"	"bone morphogenetic protein 8b"	"0.0001897"	"0.792"	"0.192"
"481"	"657"	"BMPR1A"	"bone morphogenetic protein receptor type 1A"	"0.90333"	"0.522"	"0.731"
"482"	"658"	"BMPR1B"	"bone morphogenetic protein receptor type 1B"	"0.99863"	"0.573"	"0.615"
"483"	"659"	"BMPR2"	"bone morphogenetic protein receptor type 2"	"0.99998"	"0.538"	"0.654"
"484"	"660"	"BMX"	"BMX non-receptor tyrosine kinase"	"0.006673"	"0.663"	"0.385"
"485"	"661"	"POLR3D"	"RNA polymerase III subunit D"	"3.8286e-11"		
"486"	"662"	"BNIP1"	"BCL2 interacting protein 1"	"9.678e-07"	"0.792"	"0.346"
"487"	"663"	"BNIP2"	"BCL2 interacting protein 2"	"6.4641e-05"	"0.861"	"0.115"
"488"	"664"	"BNIP3"	"BCL2 interacting protein 3"	"1.9687e-05"	"0.52"	"0.731"
"489"	"665"	"BNIP3L"	"BCL2 interacting protein 3 like"	"0.15274"	"0.636"	"0.654"
"490"	"666"	"BOK"	"BCL2 family apoptosis regulator BOK"	"0.16279"	"0.722"	"0.346"
"491"	"667"	"DST"	"dystonin"	"1"	"0.552"	"0.846"
"492"	"668"	"FOXL2"	"forkhead box L2"	"0.87762"	"0.542"	"0.692"
"493"	"669"	"BPGM"	"bisphosphoglycerate mutase"	"0.021313"	"0.821"	"0.154"
"494"	"670"	"BPHL"	"biphenyl hydrolase like"	"4.5804e-07"	"0.722"	"0.231"
"495"	"671"	"BPI"	"bactericidal permeability increasing protein"	"1.6514e-14"	"0.61"	"0.769"
"496"	"672"	"BRCA1"	"BRCA1 DNA repair associated"	"9.2157e-29"	"0.367"	"0.923"
"497"	"673"	"BRAF"	"B-Raf proto-oncogene, serine/threonine kinase"	"0.99995"	"0.319"	"0.846"
"498"	"675"	"BRCA2"	"BRCA2 DNA repair associated"	"2.3581e-25"	"0.379"	"0.846"
"499"	"676"	"BRDT"	"bromodomain testis associated"	"5.7616e-09"	"0.751"	"0.231"
"500"	"677"	"ZFP36L1"	"ZFP36 ring finger protein like 1"	"0.67406"	"0.659"	"0.5"
"501"	"678"	"ZFP36L2"	"ZFP36 ring finger protein like 2"	"0.966"	"0.686"	"0.5"
"502"	"680"	"BRS3"	"bombesin receptor subtype 3"	"0.94849"	"0.474"	"0.846"
"503"	"682"	"BSG"	"basigin (Ok blood group)"	"2.5873e-05"	"0.458"	"0.769"
"504"	"683"	"BST1"	"bone marrow stromal cell antigen 1"	"4.2099e-11"	"0.67"	"0.423"
"505"	"684"	"BST2"	"bone marrow stromal cell antigen 2"	"0.00042516"	"0.57"	"0.769"
"506"	"685"	"BTC"	"betacellulin"	"0.062276"	"0.644"	"0.577"
"507"	"686"	"BTD"	"biotinidase"	"1.4972e-07"	"0.628"	"0.654"
"508"	"687"	"KLF9"	"Kruppel like factor 9"	"0.88783"	"0.595"	"0.577"
"509"	"688"	"KLF5"	"Kruppel like factor 5"	"0.8181"	"0.534"	"0.769"
"510"	"689"	"BTF3"	"basic transcription factor 3"	"0.75624"	"0.674"	"0.577"
"511"	"690"	"BTF3P11"	"basic transcription factor 3 pseudogene 11"		"0.519"	"0.731"
"512"	"694"	"BTG1"	"BTG anti-proliferation factor 1"	"0.53641"	"0.564"	"0.692"
"513"	"695"	"BTK"	"Bruton tyrosine kinase"	"0.99996"	"0.464"	"0.808"
"514"	"696"	"BTN1A1"	"butyrophilin subfamily 1 member A1"	"1.9496e-08"	"0.839"	"0.346"
"515"	"699"	"BUB1"	"BUB1 mitotic checkpoint serine/threonine kinase"	"4.8813e-09"	"0.528"	"0.731"
"516"	"700"	"BVR1"	"Burkitt lymphoma variant rearranging region 1"		"1"	"0.154"
"517"	"701"	"BUB1B"	"BUB1 mitotic checkpoint serine/threonine kinase B"	"6.998e-10"	"0.502"	"0.808"
"518"	"705"	"BYSL"	"bystin like"	"9.9642e-05"	"0.821"	"0.231"
"519"	"706"	"TSPO"	"translocator protein"	"0.00027398"	"0.444"	"0.885"
"520"	"708"	"C1QBP"	"complement C1q binding protein"	"2.0164e-07"	"0.569"	"0.692"
"521"	"710"	"SERPING1"	"serpin family G member 1"	"0.96351"	"0.507"	"0.769"
"522"	"712"	"C1QA"	"complement C1q A chain"	"0.0038204"	"0.623"	"0.654"
"523"	"713"	"C1QB"	"complement C1q B chain"	"0.15392"	"0.711"	"0.538"
"524"	"714"	"C1QC"	"complement C1q C chain"	"0.048591"	"0.751"	"0.423"
"525"	"715"	"C1R"	"complement C1r"	"0.77888"	"0.638"	"0.654"
"526"	"716"	"C1S"	"complement C1s"	"0.00067654"	"0.705"	"0.462"
"527"	"717"	"C2"	"complement C2"	"1.3494e-16"	"0.617"	"0.692"
"528"	"718"	"C3"	"complement C3"	"0.90421"	"0.445"	"0.885"
"529"	"719"	"C3AR1"	"complement C3a receptor 1"	"3.3053e-09"	"0.601"	"0.731"
"530"	"720"	"C4A"	"complement C4A (Rodgers blood group)"	"1.5416e-11"	"0.563"	"0.769"
"531"	"721"	"C4B"	"complement C4B (Chido blood group)"	"0.83464"	"0.603"	"0.808"
"532"	"722"	"C4BPA"	"complement component 4 binding protein alpha"	"0.45739"	"0.556"	"0.846"
"533"	"725"	"C4BPB"	"complement component 4 binding protein beta"	"4.3958e-05"	"0.678"	"0.692"
"534"	"726"	"CAPN5"	"calpain 5"	"2.5197e-08"	"0.663"	"0.615"
"535"	"727"	"C5"	"complement C5"	"8.079e-24"	"0.55"	"0.731"
"536"	"728"	"C5AR1"	"complement C5a receptor 1"	"0.40249"	"0.513"	"0.808"
"537"	"729"	"C6"	"complement C6"	"5.8646e-22"	"0.7"	"0.615"
"538"	"730"	"C7"	"complement C7"	"1.0747e-14"	"0.751"	"0.423"
