"diseaseNID"	"diseaseId"	"diseaseName"	"type"
"484"	"C0007302"	"Cartilage Diseases"	"group"
"485"	"C0007361"	"Cat-Scratch Disease"	"disease"
"486"	"C0007370"	"Catalepsy"	"disease"
"487"	"C0007384"	"Cataplexy"	"disease"
"488"	"C0007397"	"Catastrophic Illness"	"disease"
"489"	"C0007398"	"Catatonia"	"disease"
"490"	"C0007462"	"Causalgia"	"disease"
"491"	"C0007528"	"Cecal Neoplasms"	"group"
"492"	"C0007570"	"Celiac Disease"	"disease"
"493"	"C0007621"	"Neoplastic Cell Transformation"	"phenotype"
"494"	"C0007642"	"Cellulitis"	"phenotype"
"495"	"C0007645"	"Cellulitis and abscess NOS (disorder)"	"disease"
"496"	"C0007659"	"Cementoma"	"disease"
"497"	"C0007682"	"CNS disorder"	"group"
"498"	"C0007684"	"Central Nervous System Infection"	"group"
"499"	"C0007688"	"Central Retinal Artery Occlusion"	"disease"
"500"	"C0007722"	"Cephalhematoma due to birth trauma"	"phenotype"
"501"	"C0007758"	"Cerebellar Ataxia"	"phenotype"
"502"	"C0007760"	"Cerebellar Diseases"	"group"
"503"	"C0007761"	"Myoclonic Cerebellar Dyssynergia"	"disease"
"504"	"C0007762"	"Cerebellar Neoplasms"	"group"
"505"	"C0007766"	"Intracranial Aneurysm"	"disease"
"506"	"C0007771"	"Intracranial Arteriosclerosis"	"disease"
"507"	"C0007772"	"Intracranial Arteriovenous Malformation"	"disease"
"508"	"C0007773"	"Cerebral arteritis"	"disease"
"509"	"C0007775"	"Cerebral Atherosclerosis"	"disease"
"510"	"C0007780"	"Cerebral Embolism"	"disease"
"511"	"C0007781"	"Intracranial Embolism and Thrombosis"	"disease"
"512"	"C0007785"	"Cerebral Infarction"	"disease"
"513"	"C0007786"	"Brain Ischemia"	"disease"
"514"	"C0007787"	"Transient Ischemic Attack"	"disease"
"515"	"C0007789"	"Cerebral Palsy"	"disease"
"516"	"C0007795"	"Diffuse Cerebral Sclerosis of Schilder"	"disease"
"517"	"C0007815"	"Cerebrospinal Fluid Rhinorrhea"	"phenotype"
"518"	"C0007820"	"Cerebrovascular Disorders"	"group"
"519"	"C0007847"	"Malignant tumor of cervix"	"disease"
"520"	"C0007852"	"Cervical Migraine Syndrome"	"disease"
"521"	"C0007855"	"Cervical polyp"	"disease"
"522"	"C0007859"	"Neck Pain"	"phenotype"
"523"	"C0007860"	"Uterine Cervicitis"	"disease"
"524"	"C0007862"	"Cervico-Brachial Neuralgia"	"disease"
"525"	"C0007867"	"Cervix Diseases"	"group"
"526"	"C0007868"	"Cervical dysplasia"	"disease"
"527"	"C0007871"	"Uterine Cervical Incompetence"	"phenotype"
"528"	"C0007873"	"Uterine Cervical Neoplasm"	"disease"
"529"	"C0007894"	"Cestode Infections"	"group"
"530"	"C0007930"	"Chagas Cardiomyopathy"	"disease"
"531"	"C0007932"	"Chagas' disease without mention of organ involvement"	"disease"
"532"	"C0007933"	"Meibomian Cyst"	"disease"
"533"	"C0007939"	"Syphilitic chancre"	"phenotype"
"534"	"C0007947"	"Chancroids"	"disease"
"535"	"C0007959"	"Charcot-Marie-Tooth Disease"	"disease"
"536"	"C0007965"	"Chediak-Higashi Syndrome"	"disease"
"537"	"C0007971"	"Cheilitis"	"disease"
"538"	"C0008029"	"Cherubism"	"disease"
"539"	"C0008031"	"Chest Pain"	"phenotype"
"540"	"C0008033"	"Pleuritic pain"	"phenotype"
"541"	"C0008039"	"Cheyne-Stokes Respiration"	"phenotype"
"542"	"C0008043"	"Chiari-Frommel Syndrome"	"disease"
"543"	"C0008055"	"Chikungunya Fever"	"disease"
"544"	"C0008058"	"Chilblains"	"disease"
"545"	"C0008060"	"child abuse behavior"	"phenotype"
"546"	"C0008062"	"Child Sexual Abuse"	"phenotype"
"547"	"C0008073"	"Developmental Disabilities"	"group"
"548"	"C0008074"	"Child Development Disorders, Pervasive"	"group"
"549"	"C0008149"	"Chlamydia Infections"	"group"
"550"	"C0008170"	"Chloramphenicol Resistance"	"phenotype"
"551"	"C0008272"	"Asiderotic anemia"	"disease"
"552"	"C0008297"	"Choanal Atresia"	"disease"
"553"	"C0008298"	"Polyp in nasopharynx"	"disease"
"554"	"C0008301"	"Choking"	"phenotype"
"555"	"C0008309"	"Bile duct adenoma"	"disease"
"556"	"C0008311"	"Cholangitis"	"disease"
"557"	"C0008312"	"Primary biliary cirrhosis"	"disease"
"558"	"C0008313"	"Cholangitis, Sclerosing"	"disease"
"559"	"C0008325"	"Cholecystitis"	"disease"
"560"	"C0008340"	"Choledochal Cyst"	"disease"
"561"	"C0008350"	"Cholelithiasis"	"disease"
"562"	"C0008352"	"Cholemia"	"disease"
"563"	"C0008354"	"Cholera"	"disease"
"564"	"C0008370"	"Cholestasis"	"disease"
"565"	"C0008372"	"Intrahepatic Cholestasis"	"disease"
"566"	"C0008373"	"Cholesteatoma"	"disease"
"567"	"C0008384"	"Cholesterol Ester Storage Disease"	"disease"
"568"	"C0008412"	"Choline Deficiency"	"disease"
"569"	"C0008439"	"Chondritis"	"disease"
"570"	"C0008441"	"Chondroblastoma"	"disease"
"571"	"C0008445"	"Chondrodysplasia Punctata"	"disease"
"572"	"C0008449"	"Congenital anomaly of cartilage"	"group"
"573"	"C0008476"	"Chondromatosis, Synovial"	"disease"
"574"	"C0008479"	"Chondrosarcoma"	"disease"
"575"	"C0008487"	"Chordoma"	"disease"
"576"	"C0008489"	"Chorea"	"phenotype"
"577"	"C0008493"	"Hydatidiform Mole, Invasive"	"disease"
"578"	"C0008495"	"Chorioamnionitis"	"phenotype"
"579"	"C0008497"	"Choriocarcinoma"	"disease"
"580"	"C0008513"	"Chorioretinitis"	"disease"
"581"	"C0008519"	"Ectopic Tissue"	"phenotype"
"582"	"C0008521"	"Choroid Diseases"	"group"
"583"	"C0008522"	"Choroid Hemorrhage"	"phenotype"
"584"	"C0008525"	"Choroideremia"	"disease"
"585"	"C0008526"	"Choroiditis"	"disease"
"586"	"C0008533"	"Hemophilia B"	"disease"
"587"	"C0008582"	"Chromoblastomycosis"	"disease"
"588"	"C0008625"	"Chromosome Aberrations"	"group"
"589"	"C0008626"	"Congenital chromosomal disease"	"group"
"590"	"C0008628"	"Chromosome Deletion"	"group"
"591"	"C0008677"	"Bronchitis, Chronic"	"disease"
"592"	"C0008680"	"Cryptogenic pulmonary eosinophilia"	"disease"
"593"	"C0008684"	"Chronic gingivitis"	"disease"
"594"	"C0008690"	"Chronic anterior uveitis"	"disease"
"595"	"C0008698"	"Chronic maxillary sinusitis"	"disease"
"596"	"C0008701"	"Chronic Motor or Vocal Tic Disorder"	"phenotype"
"597"	"C0008707"	"Chronic osteomyelitis"	"disease"
"598"	"C0008711"	"Chronic rhinitis"	"disease"
"599"	"C0008728"	"Eosinophilic granulomatosis with polyangiitis"	"disease"
"600"	"C0008732"	"Chylous Ascites"	"disease"
"601"	"C0008733"	"Chylothorax"	"disease"
"602"	"C0008767"	"Cicatrization"	"phenotype"
"603"	"C0008780"	"Ciliary Motility Disorders"	"group"
"604"	"C0008810"	"Circadian Rhythms"	"phenotype"
"605"	"C0008909"	"Claustrophobia"	"phenotype"
"606"	"C0008924"	"Cleft upper lip"	"disease"
"607"	"C0008925"	"Cleft Palate"	"disease"
"608"	"C0008928"	"Cleidocranial Dysplasia"	"disease"
"609"	"C0009021"	"Clonorchiasis"	"disease"
"610"	"C0009024"	"Clonus"	"phenotype"
"611"	"C0009075"	"Melanoma, Cloudman S91"	"disease"
"612"	"C0009080"	"Clubbed Fingers"	"disease"
"613"	"C0009081"	"Congenital clubfoot"	"disease"
"614"	"C0009084"	"Cluster A personality disorder"	"disease"
"615"	"C0009086"	"Cluster B personality disorder"	"disease"
"616"	"C0009087"	"Cluster C personality disorder"	"disease"
"617"	"C0009088"	"Cluster Headache"	"disease"
"618"	"C0009090"	"Cluttering"	"phenotype"
"619"	"C0009171"	"Cocaine Abuse"	"disease"
"620"	"C0009176"	"Cocaine intoxication"	"disease"
"621"	"C0009178"	"Cocaine withdrawal"	"disease"
"622"	"C0009186"	"Coccidioidomycosis"	"disease"
"623"	"C0009187"	"Coccidiosis"	"disease"
"624"	"C0009197"	"Cochlear Diseases"	"group"
"625"	"C0009207"	"Cockayne Syndrome"	"disease"
"626"	"C0009225"	"Coenuriasis"	"disease"
"627"	"C0009241"	"Cognition Disorders"	"group"
"628"	"C0009319"	"Colitis"	"disease"
"629"	"C0009324"	"Ulcerative Colitis"	"disease"
"630"	"C0009326"	"Collagen Diseases"	"group"
"631"	"C0009363"	"Congenital ocular coloboma (disorder)"	"disease"
"632"	"C0009373"	"Colonic Diseases"	"group"
"633"	"C0009374"	"Colonic Diseases, Functional"	"disease"
"634"	"C0009375"	"Colonic Neoplasms"	"group"
"635"	"C0009376"	"Colonic Polyps"	"phenotype"
"636"	"C0009398"	"Color vision defect"	"phenotype"
"637"	"C0009402"	"Colorectal Carcinoma"	"disease"
"638"	"C0009404"	"Colorectal Neoplasms"	"group"
"639"	"C0009405"	"Hereditary Nonpolyposis Colorectal Neoplasms"	"group"
"640"	"C0009421"	"Comatose"	"phenotype"
"641"	"C0009426"	"Combat Disorders"	"disease"
"642"	"C0009438"	"Common Bile Duct Calculi"	"phenotype"
"643"	"C0009439"	"Choledochal Cyst, Type I"	"disease"
"644"	"C0009443"	"Common Cold"	"disease"
"645"	"C0009447"	"Common Variable Immunodeficiency"	"disease"
"646"	"C0009451"	"Communicating Hydrocephalus"	"disease"
"647"	"C0009460"	"Communication impairment"	"phenotype"
"648"	"C0009492"	"Compartment syndromes"	"group"
"649"	"C0009595"	"Obsessive-Compulsive Personality"	"disease"
"650"	"C0009663"	"Condylomata Acuminata"	"disease"
"651"	"C0009676"	"Confusion"	"phenotype"
"652"	"C0009677"	"Congenital macroglossia"	"disease"
"653"	"C0009681"	"Anomalous pulmonary artery"	"disease"
"654"	"C0009691"	"Congenital cataract"	"disease"
"655"	"C0009701"	"Congenital dislocation"	"disease"
"656"	"C0009714"	"Hepatic Fibrosis, Congenital"	"disease"
"657"	"C0009730"	"Spinal meningocele"	"disease"
"658"	"C0009759"	"Conjunctival Diseases"	"group"
"659"	"C0009761"	"Conjunctival Neoplasms"	"group"
"660"	"C0009763"	"Conjunctivitis"	"disease"
"661"	"C0009765"	"Conjunctivitis, Acute Hemorrhagic"	"disease"
"662"	"C0009766"	"Allergic Conjunctivitis"	"disease"
"663"	"C0009769"	"Conjunctivitis, Giant Papillary"	"disease"
"664"	"C0009774"	"Viral Conjunctivitis"	"disease"
"665"	"C0009777"	"Conn Adenoma"	"disease"
"666"	"C0009782"	"Connective Tissue Diseases"	"group"
"667"	"C0009792"	"Consciousness Disorders"	"phenotype"
"668"	"C0009806"	"Constipation"	"phenotype"
"669"	"C0009812"	"Constitutional Symptom"	"phenotype"
"670"	"C0009917"	"Contracture"	"disease"
"671"	"C0009918"	"Contracture of joint"	"disease"
"672"	"C0009928"	"Contrast Sensitivity"	"phenotype"
"673"	"C0009946"	"Conversion disorder"	"group"
"674"	"C0009952"	"Febrile Convulsions"	"disease"
"675"	"C0009995"	"Cor Triatriatum"	"disease"
"676"	"C0010034"	"Corneal Diseases"	"group"
"677"	"C0010035"	"Hereditary corneal dystrophy"	"disease"
"678"	"C0010036"	"Corneal dystrophy"	"disease"
"679"	"C0010038"	"Corneal Opacity"	"phenotype"
"680"	"C0010043"	"Corneal Ulcer"	"disease"
"681"	"C0010046"	"Corn of toe"	"disease"
"682"	"C0010051"	"Coronary Aneurysm"	"disease"
"683"	"C0010054"	"Coronary Arteriosclerosis"	"disease"
"684"	"C0010068"	"Coronary heart disease"	"disease"
"685"	"C0010072"	"Coronary Thrombosis"	"disease"
"686"	"C0010073"	"Coronary Artery Vasospasm"	"disease"
"687"	"C0010074"	"Coronary Vessel Anomalies"	"group"
"688"	"C0010093"	"Corpus Luteum Cyst"	"disease"
"689"	"C0010200"	"Coughing"	"phenotype"
"690"	"C0010201"	"Chronic cough"	"phenotype"
"691"	"C0010232"	"Cowpox"	"disease"
"692"	"C0010246"	"Coxsackievirus Infections"	"group"
"693"	"C0010266"	"Cranial nerve diseases"	"group"
"694"	"C0010273"	"Craniofacial Dysostosis"	"disease"
"695"	"C0010276"	"Craniopharyngioma"	"disease"
"696"	"C0010278"	"Craniosynostosis"	"disease"
"697"	"C0010308"	"Congenital Hypothyroidism"	"disease"
"698"	"C0010314"	"Cri-du-Chat Syndrome"	"disease"
"699"	"C0010324"	"Crigler Najjar syndrome, type 1"	"disease"
"700"	"C0010334"	"Crisscross Heart"	"disease"
"701"	"C0010346"	"Crohn Disease"	"disease"
"702"	"C0010380"	"Croup"	"disease"
"703"	"C0010392"	"Crush syndrome"	"phenotype"
"704"	"C0010398"	"Cruveilhier-Baumgarten Syndrome"	"disease"
"705"	"C0010403"	"Cryoglobulinemia"	"disease"
"706"	"C0010414"	"Infection by Cryptococcus neoformans"	"disease"
"707"	"C0010417"	"Cryptorchidism"	"disease"
"708"	"C0010418"	"Cryptosporidiosis"	"disease"
"709"	"C0010474"	"Curling Ulcer"	"disease"
"710"	"C0010481"	"Cushing Syndrome"	"disease"
"711"	"C0010495"	"Cutis Laxa"	"disease"
"712"	"C0010520"	"Cyanosis"	"phenotype"
"713"	"C0010598"	"Cyclothymic Disorder"	"disease"
"714"	"C0010606"	"Adenoid Cystic Carcinoma"	"disease"
"715"	"C0010626"	"Embryonic cyst"	"disease"
"716"	"C0010631"	"Cystadenocarcinoma"	"disease"
"717"	"C0010633"	"Cystadenoma"	"disease"
"718"	"C0010635"	"Cystadenoma, Mucinous"	"disease"
"719"	"C0010668"	"Cystic Adenomatoid Malformation of Lung, Congenital"	"disease"
"720"	"C0010673"	"Endometrial cystic hyperplasia"	"disease"
"721"	"C0010674"	"Cystic Fibrosis"	"disease"
"722"	"C0010678"	"Cysticercosis"	"disease"
"723"	"C0010691"	"Cystinuria"	"disease"
"724"	"C0010692"	"Cystitis"	"disease"
"725"	"C0010695"	"Cystocele"	"disease"
"726"	"C0010701"	"Phyllodes Tumor"	"disease"
"727"	"C0010709"	"Cyst"	"disease"
"728"	"C0010823"	"Cytomegalovirus Infections"	"group"
"729"	"C0010930"	"Dacryocystitis"	"disease"
"730"	"C0010964"	"Dandy-Walker Syndrome"	"disease"
"731"	"C0011052"	"Prelingual Deafness"	"disease"
"732"	"C0011053"	"Deafness"	"phenotype"
"733"	"C0011057"	"Hearing Loss, Sudden"	"phenotype"
"734"	"C0011071"	"Sudden death"	"phenotype"
"735"	"C0011103"	"Decerebrate State"	"phenotype"
"736"	"C0011119"	"Decompression Sickness"	"disease"
"737"	"C0011127"	"Pressure Ulcer"	"disease"
"738"	"C0011168"	"Deglutition Disorders"	"group"
"739"	"C0011175"	"Dehydration"	"phenotype"
"740"	"C0011195"	"Dejerine-Sottas Disease (disorder)"	"disease"
"741"	"C0011206"	"Delirium"	"disease"
"742"	"C0011226"	"Hepatitis D Infection"	"disease"
"743"	"C0011251"	"Delusional disorder"	"group"
"744"	"C0011253"	"Delusions"	"disease"
"745"	"C0011263"	"Multi-infarct dementia"	"disease"
"746"	"C0011265"	"Presenile dementia"	"disease"
"747"	"C0011268"	"Senile dementia"	"disease"
"748"	"C0011269"	"Dementia, Vascular"	"disease"
"749"	"C0011302"	"Demyelinating disease of central nervous system"	"disease"
"750"	"C0011303"	"Demyelinating Diseases"	"group"
"751"	"C0011304"	"Demyelination"	"phenotype"
"752"	"C0011311"	"Dengue Fever"	"disease"
"753"	"C0011320"	"Dens in Dente"	"disease"
"754"	"C0011330"	"Dental Calculus"	"phenotype"
"755"	"C0011334"	"Dental caries"	"disease"
"756"	"C0011351"	"Dental Enamel Hypoplasia"	"disease"
"757"	"C0011389"	"Dental Plaque"	"phenotype"
"758"	"C0011405"	"Dental Pulp Diseases"	"group"
"759"	"C0011406"	"Dental Pulp Exposure"	"disease"
"760"	"C0011407"	"Dental Pulp Necrosis"	"disease"
"761"	"C0011428"	"Dentigerous Cyst"	"disease"
"762"	"C0011430"	"Dentin Dysplasia"	"disease"
"763"	"C0011432"	"Dentin Sensitivity"	"disease"
"764"	"C0011434"	"Dentin, Secondary"	"disease"
"765"	"C0011436"	"Dentinogenesis Imperfecta"	"disease"
"766"	"C0011548"	"Dependent Personality Disorder"	"disease"
"767"	"C0011551"	"Depersonalization"	"disease"
"768"	"C0011570"	"Mental Depression"	"disease"
"769"	"C0011573"	"Endogenous depression"	"disease"
"770"	"C0011574"	"Involutional Depression"	"disease"
"771"	"C0011579"	"Reactive depression"	"disease"
"772"	"C0011581"	"Depressive disorder"	"disease"
"773"	"C0011603"	"Dermatitis"	"disease"
"774"	"C0011606"	"Exfoliative dermatitis"	"disease"
"775"	"C0011608"	"Dermatitis Herpetiformis"	"disease"
"776"	"C0011609"	"Drug Eruptions"	"group"
"777"	"C0011615"	"Dermatitis, Atopic"	"disease"
"778"	"C0011616"	"Contact Dermatitis"	"disease"
"779"	"C0011620"	"Stasis dermatitis"	"disease"
"780"	"C0011630"	"Dermatomycoses"	"group"
"781"	"C0011633"	"Dermatomyositis"	"disease"
"782"	"C0011636"	"Dermatophytosis"	"disease"
"783"	"C0011644"	"Scleroderma"	"disease"
"784"	"C0011645"	"Dermatosis Papulosa Nigra"	"disease"
"785"	"C0011649"	"Dermoid Cyst"	"disease"
"786"	"C0011757"	"Developmental Coordination Disorder"	"disease"
"787"	"C0011813"	"Dextrocardia"	"disease"
"788"	"C0011847"	"Diabetes"	"disease"
"789"	"C0011848"	"Diabetes Insipidus"	"disease"
"790"	"C0011849"	"Diabetes Mellitus"	"group"
"791"	"C0011853"	"Diabetes Mellitus, Experimental"	"disease"
"792"	"C0011854"	"Diabetes Mellitus, Insulin-Dependent"	"disease"
"793"	"C0011859"	"Lipoatrophic Diabetes Mellitus"	"disease"
"794"	"C0011860"	"Diabetes Mellitus, Non-Insulin-Dependent"	"disease"
"795"	"C0011871"	"Diabetic peripheral angiopathy"	"disease"
"796"	"C0011875"	"Diabetic Angiopathies"	"disease"
"797"	"C0011876"	"Cataract due to diabetes mellitus"	"disease"
"798"	"C0011880"	"Diabetic Ketoacidosis"	"disease"
"799"	"C0011881"	"Diabetic Nephropathy"	"disease"
"800"	"C0011882"	"Diabetic Neuropathies"	"group"
"801"	"C0011884"	"Diabetic Retinopathy"	"disease"
"802"	"C0011904"	"Diagnostic Techniques, Cardiovascular"	"phenotype"
"803"	"C0011981"	"Diaphragmatic Eventration"	"disease"
"804"	"C0011989"	"Camurati-Engelmann Syndrome"	"disease"
"805"	"C0011991"	"Diarrhea"	"phenotype"
"806"	"C0011992"	"Infantile Diarrhea"	"phenotype"
"807"	"C0011993"	"Vipoma"	"disease"
"808"	"C0011998"	"Diastema of Teeth"	"disease"
"809"	"C0011999"	"Diastematomyelia"	"disease"
"810"	"C0012118"	"Dictyocaulus Infections"	"disease"
"811"	"C0012236"	"DiGeorge Syndrome"	"disease"
"812"	"C0012241"	"Congenital anomaly of gastrointestinal tract"	"group"
"813"	"C0012242"	"Digestive System Disorders"	"group"
"814"	"C0012243"	"Digestive System Neoplasms"	"group"
"815"	"C0012359"	"Pathological Dilatation"	"phenotype"
"816"	"C0012546"	"Diphtheria"	"disease"
"817"	"C0012569"	"Diplopia"	"phenotype"
"818"	"C0012602"	"Dirofilariasis"	"disease"
"819"	"C0012619"	"disc disorder"	"disease"
"820"	"C0012624"	"Discitis"	"disease"
"821"	"C0012684"	"Blastocyst Disintegration"	"phenotype"
"822"	"C0012714"	"Disorder of copper metabolism"	"group"
"823"	"C0012715"	"Iron Metabolism Disorders"	"group"
"824"	"C0012716"	"Disorder of magnesium metabolism"	"group"
"825"	"C0012734"	"Disruptive Behavior Disorder"	"disease"
"826"	"C0012736"	"Dissecting aortic aneurysm"	"disease"
"827"	"C0012739"	"Disseminated Intravascular Coagulation"	"disease"
"828"	"C0012746"	"Dissociative disorder"	"group"
"829"	"C0012754"	"Distemper"	"disease"
"830"	"C0012767"	"Tooth eruption disorder"	"disease"
"831"	"C0012811"	"Colon diverticulum anatomic structure"	"phenotype"
"832"	"C0012813"	"Diverticulitis"	"disease"
"833"	"C0012814"	"Colonic Diverticulitis"	"disease"
"834"	"C0012817"	"Diverticulum"	"phenotype"
"835"	"C0012819"	"Diverticular disease of colon"	"disease"
"836"	"C0012833"	"Dizziness"	"phenotype"
"837"	"C0013069"	"Double Outlet Right Ventricle"	"disease"
"838"	"C0013080"	"Down Syndrome"	"disease"
"839"	"C0013124"	"Drinking behavior processes"	"disease"
"840"	"C0013132"	"Drooling"	"phenotype"
"841"	"C0013144"	"Drowsiness"	"phenotype"
"842"	"C0013146"	"Drug abuse"	"group"
"843"	"C0013170"	"Drug habituation"	"phenotype"
"844"	"C0013182"	"Drug Allergy"	"group"
"845"	"C0013221"	"Drug toxicity"	"group"
"846"	"C0013222"	"Drug Use Disorders"	"group"
"847"	"C0013238"	"Dry Eye Syndromes"	"disease"
"848"	"C0013261"	"Duane Retraction Syndrome"	"disease"
"849"	"C0013264"	"Muscular Dystrophy, Duchenne"	"disease"
"850"	"C0013274"	"Patent ductus arteriosus"	"disease"
"851"	"C0013288"	"Dumping Syndrome"	"phenotype"
"852"	"C0013289"	"Duodenal Diseases"	"group"
"853"	"C0013291"	"Duodenal Neoplasms"	"group"
"854"	"C0013295"	"Duodenal Ulcer"	"disease"
"855"	"C0013298"	"Duodenitis"	"disease"
"856"	"C0013312"	"Dupuytren Contracture"	"disease"
"857"	"C0013336"	"Dwarfism"	"disease"
"858"	"C0013338"	"Pituitary dwarfism"	"disease"
"859"	"C0013362"	"Dysarthria"	"disease"
"860"	"C0013363"	"Dysautonomia"	"disease"
"861"	"C0013364"	"Dysautonomia, Familial"	"disease"
"862"	"C0013366"	"Dyschondroplasias"	"group"
"863"	"C0013369"	"Dysentery"	"disease"
"864"	"C0013370"	"Amebic colitis"	"disease"
"865"	"C0013371"	"Shigella Infections"	"group"
"866"	"C0013374"	"Dysgammaglobulinemia"	"disease"
"867"	"C0013375"	"Dysganglionosis"	"disease"
"868"	"C0013377"	"Dysgerminoma"	"disease"
"869"	"C0013384"	"Dyskinetic syndrome"	"disease"
"870"	"C0013386"	"Dyskinesia, Drug-Induced"	"disease"
"871"	"C0013390"	"Dysmenorrhea"	"phenotype"
"872"	"C0013393"	"Dysostoses"	"disease"
"873"	"C0013394"	"Dyspareunia (female)"	"disease"
"874"	"C0013395"	"Dyspepsia"	"phenotype"
"875"	"C0013403"	"Dysplastic Nevus Syndrome"	"disease"
"876"	"C0013404"	"Dyspnea"	"phenotype"
"877"	"C0013405"	"Dyspnea, Paroxysmal"	"disease"
"878"	"C0013409"	"Dyssocial Behavior"	"phenotype"
"879"	"C0013415"	"Dysthymic Disorder"	"disease"
"880"	"C0013421"	"Dystonia"	"phenotype"
"881"	"C0013423"	"Dystonia Musculorum Deformans"	"disease"
"882"	"C0013426"	"Dystrophy of vulva"	"disease"
"883"	"C0013428"	"Dysuria"	"phenotype"
"884"	"C0013447"	"Ear Diseases"	"group"
"885"	"C0013449"	"Ear Neoplasms"	"group"
"886"	"C0013456"	"Earache"	"phenotype"
"887"	"C0013467"	"East Coast Fever"	"disease"
"888"	"C0013473"	"Eating Disorders"	"group"
"889"	"C0013481"	"Ebstein Anomaly"	"disease"
"890"	"C0013491"	"Ecchymosis"	"phenotype"
"891"	"C0013502"	"Echinococcosis"	"disease"
"892"	"C0013504"	"Echinococcosis, Hepatic"	"disease"
"893"	"C0013505"	"Echinococcosis, Pulmonary"	"disease"
"894"	"C0013528"	"Echolalia"	"phenotype"
"895"	"C0013533"	"Echovirus Infections"	"group"
"896"	"C0013537"	"Eclampsia"	"disease"
"897"	"C0013568"	"Ecthyma"	"disease"
"898"	"C0013570"	"Ecthyma, Contagious"	"disease"
"899"	"C0013575"	"Ectodermal Dysplasia"	"disease"
"900"	"C0013581"	"Ectopia Lentis"	"disease"
"901"	"C0013589"	"Ectromelia"	"disease"
"902"	"C0013592"	"Ectropion"	"disease"
"903"	"C0013595"	"Eczema"	"disease"
"904"	"C0013604"	"Edema"	"phenotype"
"905"	"C0013608"	"Edema, Cardiac"	"disease"
"906"	"C0013691"	"Chylous effusion"	"disease"
"907"	"C0013720"	"Ehlers-Danlos Syndrome"	"disease"
